"date","yearweek"
2009-10-28,"200943"
2009-10-29,"200943"
2009-10-30,"200943"
2009-10-31,"200943"
2009-11-01,"200944"
2009-11-02,"200944"
2009-11-03,"200944"
2009-11-04,"200944"
2009-11-05,"200944"
2009-11-06,"200944"
2009-11-07,"200944"
2009-11-08,"200945"
2009-11-09,"200945"
2009-11-10,"200945"
2009-11-11,"200945"
2009-11-12,"200945"
2009-11-13,"200945"
2009-11-14,"200945"
2009-11-15,"200946"
2009-11-16,"200946"
2009-11-17,"200946"
2009-11-18,"200946"
2009-11-19,"200946"
2009-11-20,"200946"
2009-11-21,"200946"
2009-11-22,"200947"
2009-11-23,"200947"
2009-11-24,"200947"
2009-11-25,"200947"
2009-11-26,"200947"
2009-11-27,"200947"
2009-11-28,"200947"
2009-11-29,"200948"
2009-11-30,"200948"
2009-12-01,"200948"
2009-12-02,"200948"
2009-12-03,"200948"
2009-12-04,"200948"
2009-12-05,"200948"
2009-12-06,"200949"
2009-12-07,"200949"
2009-12-08,"200949"
2009-12-09,"200949"
2009-12-10,"200949"
2009-12-11,"200949"
2009-12-12,"200949"
2009-12-13,"200950"
2009-12-14,"200950"
2009-12-15,"200950"
2009-12-16,"200950"
2009-12-17,"200950"
2009-12-18,"200950"
2009-12-19,"200950"
2009-12-20,"200951"
2009-12-21,"200951"
2009-12-22,"200951"
2009-12-23,"200951"
2009-12-24,"200951"
2009-12-25,"200951"
2009-12-26,"200951"
2009-12-27,"200952"
2009-12-28,"200952"
2009-12-29,"200952"
2009-12-30,"200952"
2009-12-31,"200952"
2010-01-01,"200952"
2010-01-02,"200952"
2010-01-03,"201001"
2010-01-04,"201001"
2010-01-05,"201001"
2010-01-06,"201001"
2010-01-07,"201001"
2010-01-08,"201001"
2010-01-09,"201001"
2010-01-10,"201002"
2010-01-11,"201002"
2010-01-12,"201002"
2010-01-13,"201002"
2010-01-14,"201002"
2010-01-15,"201002"
2010-01-16,"201002"
2010-01-17,"201003"
2010-01-18,"201003"
2010-01-19,"201003"
2010-01-20,"201003"
2010-01-21,"201003"
2010-01-22,"201003"
2010-01-23,"201003"
2010-01-24,"201004"
2010-01-25,"201004"
2010-01-26,"201004"
2010-01-27,"201004"
2010-01-28,"201004"
2010-01-29,"201004"
2010-01-30,"201004"
2010-01-31,"201005"
2010-02-01,"201005"
2010-02-02,"201005"
2010-02-03,"201005"
2010-02-04,"201005"
2010-02-05,"201005"
2010-02-06,"201005"
2010-02-07,"201006"
2010-02-08,"201006"
2010-02-09,"201006"
2010-02-10,"201006"
2010-02-11,"201006"
2010-02-12,"201006"
2010-02-13,"201006"
2010-02-14,"201007"
2010-02-15,"201007"
2010-02-16,"201007"
2010-02-17,"201007"
2010-02-18,"201007"
2010-02-19,"201007"
2010-02-20,"201007"
2010-02-21,"201008"
2010-02-22,"201008"
2010-02-23,"201008"
2010-02-24,"201008"
2010-02-25,"201008"
2010-02-26,"201008"
2010-02-27,"201008"
2010-02-28,"201009"
2010-03-01,"201009"
2010-03-02,"201009"
2010-03-03,"201009"
2010-03-04,"201009"
2010-03-05,"201009"
2010-03-06,"201009"
2010-03-07,"201010"
2010-03-08,"201010"
2010-03-09,"201010"
2010-03-10,"201010"
2010-03-11,"201010"
2010-03-12,"201010"
2010-03-13,"201010"
2010-03-14,"201011"
2010-03-15,"201011"
2010-03-16,"201011"
2010-03-17,"201011"
2010-03-18,"201011"
2010-03-19,"201011"
2010-03-20,"201011"
2010-03-21,"201012"
2010-03-22,"201012"
2010-03-23,"201012"
2010-03-24,"201012"
2010-03-25,"201012"
2010-03-26,"201012"
2010-03-27,"201012"
2010-03-28,"201013"
2010-03-29,"201013"
2010-03-30,"201013"
2010-03-31,"201013"
2010-04-01,"201013"
2010-04-02,"201013"
2010-04-03,"201013"
2010-04-04,"201014"
2010-04-05,"201014"
2010-04-06,"201014"
2010-04-07,"201014"
2010-04-08,"201014"
2010-04-09,"201014"
2010-04-10,"201014"
2010-04-11,"201015"
2010-04-12,"201015"
2010-04-13,"201015"
2010-04-14,"201015"
2010-04-15,"201015"
2010-04-16,"201015"
2010-04-17,"201015"
2010-04-18,"201016"
2010-04-19,"201016"
2010-04-20,"201016"
2010-04-21,"201016"
2010-04-22,"201016"
2010-04-23,"201016"
2010-04-24,"201016"
2010-04-25,"201017"
2010-04-26,"201017"
2010-04-27,"201017"
2010-04-28,"201017"
2010-04-29,"201017"
2010-04-30,"201017"
2010-05-01,"201017"
2010-05-02,"201018"
2010-05-03,"201018"
2010-05-04,"201018"
2010-05-05,"201018"
2010-05-06,"201018"
2010-05-07,"201018"
2010-05-08,"201018"
2010-05-09,"201019"
2010-05-10,"201019"
2010-05-11,"201019"
2010-05-12,"201019"
2010-05-13,"201019"
2010-05-14,"201019"
2010-05-15,"201019"
2010-05-16,"201020"
2010-05-17,"201020"
2010-05-18,"201020"
2010-05-19,"201020"
2010-05-20,"201020"
2010-05-21,"201020"
2010-05-22,"201020"
2010-05-23,"201021"
2010-05-24,"201021"
2010-05-25,"201021"
2010-05-26,"201021"
2010-05-27,"201021"
2010-05-28,"201021"
2010-05-29,"201021"
2010-05-30,"201022"
2010-05-31,"201022"
2010-06-01,"201022"
2010-06-02,"201022"
2010-06-03,"201022"
2010-06-04,"201022"
2010-06-05,"201022"
2010-06-06,"201023"
2010-06-07,"201023"
2010-06-08,"201023"
2010-06-09,"201023"
2010-06-10,"201023"
2010-06-11,"201023"
2010-06-12,"201023"
2010-06-13,"201024"
2010-06-14,"201024"
2010-06-15,"201024"
2010-06-16,"201024"
2010-06-17,"201024"
2010-06-18,"201024"
2010-06-19,"201024"
2010-06-20,"201025"
2010-06-21,"201025"
2010-06-22,"201025"
2010-06-23,"201025"
2010-06-24,"201025"
2010-06-25,"201025"
2010-06-26,"201025"
2010-06-27,"201026"
2010-06-28,"201026"
2010-06-29,"201026"
2010-06-30,"201026"
2010-07-01,"201026"
2010-07-02,"201026"
2010-07-03,"201026"
2010-07-04,"201027"
2010-07-05,"201027"
2010-07-06,"201027"
2010-07-07,"201027"
2010-07-08,"201027"
2010-07-09,"201027"
2010-07-10,"201027"
2010-07-11,"201028"
2010-07-12,"201028"
2010-07-13,"201028"
2010-07-14,"201028"
2010-07-15,"201028"
2010-07-16,"201028"
2010-07-17,"201028"
2010-07-18,"201029"
2010-07-19,"201029"
2010-07-20,"201029"
2010-07-21,"201029"
2010-07-22,"201029"
2010-07-23,"201029"
2010-07-24,"201029"
2010-07-25,"201030"
2010-07-26,"201030"
2010-07-27,"201030"
2010-07-28,"201030"
2010-07-29,"201030"
2010-07-30,"201030"
2010-07-31,"201030"
2010-08-01,"201031"
2010-08-02,"201031"
2010-08-03,"201031"
2010-08-04,"201031"
2010-08-05,"201031"
2010-08-06,"201031"
2010-08-07,"201031"
2010-08-08,"201032"
2010-08-09,"201032"
2010-08-10,"201032"
2010-08-11,"201032"
2010-08-12,"201032"
2010-08-13,"201032"
2010-08-14,"201032"
2010-08-15,"201033"
2010-08-16,"201033"
2010-08-17,"201033"
2010-08-18,"201033"
2010-08-19,"201033"
2010-08-20,"201033"
2010-08-21,"201033"
2010-08-22,"201034"
2010-08-23,"201034"
2010-08-24,"201034"
2010-08-25,"201034"
2010-08-26,"201034"
2010-08-27,"201034"
2010-08-28,"201034"
2010-08-29,"201035"
2010-08-30,"201035"
2010-08-31,"201035"
2010-09-01,"201035"
2010-09-02,"201035"
2010-09-03,"201035"
2010-09-04,"201035"
2010-09-05,"201036"
2010-09-06,"201036"
2010-09-07,"201036"
2010-09-08,"201036"
2010-09-09,"201036"
2010-09-10,"201036"
2010-09-11,"201036"
2010-09-12,"201037"
2010-09-13,"201037"
2010-09-14,"201037"
2010-09-15,"201037"
2010-09-16,"201037"
2010-09-17,"201037"
2010-09-18,"201037"
2010-09-19,"201038"
2010-09-20,"201038"
2010-09-21,"201038"
2010-09-22,"201038"
2010-09-23,"201038"
2010-09-24,"201038"
2010-09-25,"201038"
2010-09-26,"201039"
2010-09-27,"201039"
2010-09-28,"201039"
2010-09-29,"201039"
2010-09-30,"201039"
2010-10-01,"201039"
2010-10-02,"201039"
2010-10-03,"201040"
2010-10-04,"201040"
2010-10-05,"201040"
2010-10-06,"201040"
2010-10-07,"201040"
2010-10-08,"201040"
2010-10-09,"201040"
2010-10-10,"201041"
2010-10-11,"201041"
2010-10-12,"201041"
2010-10-13,"201041"
2010-10-14,"201041"
2010-10-15,"201041"
2010-10-16,"201041"
2010-10-17,"201042"
2010-10-18,"201042"
2010-10-19,"201042"
2010-10-20,"201042"
2010-10-21,"201042"
2010-10-22,"201042"
2010-10-23,"201042"
2010-10-24,"201043"
2010-10-25,"201043"
2010-10-26,"201043"
2010-10-27,"201043"
2010-10-28,"201043"
2010-10-29,"201043"
2010-10-30,"201043"
2010-10-31,"201044"
2010-11-01,"201044"
2010-11-02,"201044"
2010-11-03,"201044"
2010-11-04,"201044"
2010-11-05,"201044"
2010-11-06,"201044"
2010-11-07,"201045"
2010-11-08,"201045"
2010-11-09,"201045"
2010-11-10,"201045"
2010-11-11,"201045"
2010-11-12,"201045"
2010-11-13,"201045"
2010-11-14,"201046"
2010-11-15,"201046"
2010-11-16,"201046"
2010-11-17,"201046"
2010-11-18,"201046"
2010-11-19,"201046"
2010-11-20,"201046"
2010-11-21,"201047"
2010-11-22,"201047"
2010-11-23,"201047"
2010-11-24,"201047"
2010-11-25,"201047"
2010-11-26,"201047"
2010-11-27,"201047"
2010-11-28,"201048"
2010-11-29,"201048"
2010-11-30,"201048"
2010-12-01,"201048"
2010-12-02,"201048"
2010-12-03,"201048"
2010-12-04,"201048"
2010-12-05,"201049"
2010-12-06,"201049"
2010-12-07,"201049"
2010-12-08,"201049"
2010-12-09,"201049"
2010-12-10,"201049"
2010-12-11,"201049"
2010-12-12,"201050"
2010-12-13,"201050"
2010-12-14,"201050"
2010-12-15,"201050"
2010-12-16,"201050"
2010-12-17,"201050"
2010-12-18,"201050"
2010-12-19,"201051"
2010-12-20,"201051"
2010-12-21,"201051"
2010-12-22,"201051"
2010-12-23,"201051"
2010-12-24,"201051"
2010-12-25,"201051"
2010-12-26,"201052"
2010-12-27,"201052"
2010-12-28,"201052"
2010-12-29,"201052"
2010-12-30,"201052"
2010-12-31,"201052"
2011-01-01,"201052"
2011-01-02,"201101"
2011-01-03,"201101"
2011-01-04,"201101"
2011-01-05,"201101"
2011-01-06,"201101"
2011-01-07,"201101"
2011-01-08,"201101"
2011-01-09,"201102"
2011-01-10,"201102"
2011-01-11,"201102"
2011-01-12,"201102"
2011-01-13,"201102"
2011-01-14,"201102"
2011-01-15,"201102"
2011-01-16,"201103"
2011-01-17,"201103"
2011-01-18,"201103"
2011-01-19,"201103"
2011-01-20,"201103"
2011-01-21,"201103"
2011-01-22,"201103"
2011-01-23,"201104"
2011-01-24,"201104"
2011-01-25,"201104"
2011-01-26,"201104"
2011-01-27,"201104"
2011-01-28,"201104"
2011-01-29,"201104"
2011-01-30,"201105"
2011-01-31,"201105"
2011-02-01,"201105"
2011-02-02,"201105"
2011-02-03,"201105"
2011-02-04,"201105"
2011-02-05,"201105"
2011-02-06,"201106"
2011-02-07,"201106"
2011-02-08,"201106"
2011-02-09,"201106"
2011-02-10,"201106"
2011-02-11,"201106"
2011-02-12,"201106"
2011-02-13,"201107"
2011-02-14,"201107"
2011-02-15,"201107"
2011-02-16,"201107"
2011-02-17,"201107"
2011-02-18,"201107"
2011-02-19,"201107"
2011-02-20,"201108"
2011-02-21,"201108"
2011-02-22,"201108"
2011-02-23,"201108"
2011-02-24,"201108"
2011-02-25,"201108"
2011-02-26,"201108"
2011-02-27,"201109"
2011-02-28,"201109"
2011-03-01,"201109"
2011-03-02,"201109"
2011-03-03,"201109"
2011-03-04,"201109"
2011-03-05,"201109"
2011-03-06,"201110"
2011-03-07,"201110"
2011-03-08,"201110"
2011-03-09,"201110"
2011-03-10,"201110"
2011-03-11,"201110"
2011-03-12,"201110"
2011-03-13,"201111"
2011-03-14,"201111"
2011-03-15,"201111"
2011-03-16,"201111"
2011-03-17,"201111"
2011-03-18,"201111"
2011-03-19,"201111"
2011-03-20,"201112"
2011-03-21,"201112"
2011-03-22,"201112"
2011-03-23,"201112"
2011-03-24,"201112"
2011-03-25,"201112"
2011-03-26,"201112"
2011-03-27,"201113"
2011-03-28,"201113"
2011-03-29,"201113"
2011-03-30,"201113"
2011-03-31,"201113"
2011-04-01,"201113"
2011-04-02,"201113"
2011-04-03,"201114"
2011-04-04,"201114"
2011-04-05,"201114"
2011-04-06,"201114"
2011-04-07,"201114"
2011-04-08,"201114"
2011-04-09,"201114"
2011-04-10,"201115"
2011-04-11,"201115"
2011-04-12,"201115"
2011-04-13,"201115"
2011-04-14,"201115"
2011-04-15,"201115"
2011-04-16,"201115"
2011-04-17,"201116"
2011-04-18,"201116"
2011-04-19,"201116"
2011-04-20,"201116"
2011-04-21,"201116"
2011-04-22,"201116"
2011-04-23,"201116"
2011-04-24,"201117"
2011-04-25,"201117"
2011-04-26,"201117"
2011-04-27,"201117"
2011-04-28,"201117"
2011-04-29,"201117"
2011-04-30,"201117"
2011-05-01,"201118"
2011-05-02,"201118"
2011-05-03,"201118"
2011-05-04,"201118"
2011-05-05,"201118"
2011-05-06,"201118"
2011-05-07,"201118"
2011-05-08,"201119"
2011-05-09,"201119"
2011-05-10,"201119"
2011-05-11,"201119"
2011-05-12,"201119"
2011-05-13,"201119"
2011-05-14,"201119"
2011-05-15,"201120"
2011-05-16,"201120"
2011-05-17,"201120"
2011-05-18,"201120"
2011-05-19,"201120"
2011-05-20,"201120"
2011-05-21,"201120"
2011-05-22,"201121"
2011-05-23,"201121"
2011-05-24,"201121"
2011-05-25,"201121"
2011-05-26,"201121"
2011-05-27,"201121"
2011-05-28,"201121"
2011-05-29,"201122"
2011-05-30,"201122"
2011-05-31,"201122"
2011-06-01,"201122"
2011-06-02,"201122"
2011-06-03,"201122"
2011-06-04,"201122"
2011-06-05,"201123"
2011-06-06,"201123"
2011-06-07,"201123"
2011-06-08,"201123"
2011-06-09,"201123"
2011-06-10,"201123"
2011-06-11,"201123"
2011-06-12,"201124"
2011-06-13,"201124"
2011-06-14,"201124"
2011-06-15,"201124"
2011-06-16,"201124"
2011-06-17,"201124"
2011-06-18,"201124"
2011-06-19,"201125"
2011-06-20,"201125"
2011-06-21,"201125"
2011-06-22,"201125"
2011-06-23,"201125"
2011-06-24,"201125"
2011-06-25,"201125"
2011-06-26,"201126"
2011-06-27,"201126"
2011-06-28,"201126"
2011-06-29,"201126"
2011-06-30,"201126"
2011-07-01,"201126"
2011-07-02,"201126"
2011-07-03,"201127"
2011-07-04,"201127"
2011-07-05,"201127"
2011-07-06,"201127"
2011-07-07,"201127"
2011-07-08,"201127"
2011-07-09,"201127"
2011-07-10,"201128"
2011-07-11,"201128"
2011-07-12,"201128"
2011-07-13,"201128"
2011-07-14,"201128"
2011-07-15,"201128"
2011-07-16,"201128"
2011-07-17,"201129"
2011-07-18,"201129"
2011-07-19,"201129"
2011-07-20,"201129"
2011-07-21,"201129"
2011-07-22,"201129"
2011-07-23,"201129"
2011-07-24,"201130"
2011-07-25,"201130"
2011-07-26,"201130"
2011-07-27,"201130"
2011-07-28,"201130"
2011-07-29,"201130"
2011-07-30,"201130"
2011-07-31,"201131"
2011-08-01,"201131"
2011-08-02,"201131"
2011-08-03,"201131"
2011-08-04,"201131"
2011-08-05,"201131"
2011-08-06,"201131"
2011-08-07,"201132"
2011-08-08,"201132"
2011-08-09,"201132"
2011-08-10,"201132"
2011-08-11,"201132"
2011-08-12,"201132"
2011-08-13,"201132"
2011-08-14,"201133"
2011-08-15,"201133"
2011-08-16,"201133"
2011-08-17,"201133"
2011-08-18,"201133"
2011-08-19,"201133"
2011-08-20,"201133"
2011-08-21,"201134"
2011-08-22,"201134"
2011-08-23,"201134"
2011-08-24,"201134"
2011-08-25,"201134"
2011-08-26,"201134"
2011-08-27,"201134"
2011-08-28,"201135"
2011-08-29,"201135"
2011-08-30,"201135"
2011-08-31,"201135"
2011-09-01,"201135"
2011-09-02,"201135"
2011-09-03,"201135"
2011-09-04,"201136"
2011-09-05,"201136"
2011-09-06,"201136"
2011-09-07,"201136"
2011-09-08,"201136"
2011-09-09,"201136"
2011-09-10,"201136"
2011-09-11,"201137"
2011-09-12,"201137"
2011-09-13,"201137"
2011-09-14,"201137"
2011-09-15,"201137"
2011-09-16,"201137"
2011-09-17,"201137"
2011-09-18,"201138"
2011-09-19,"201138"
2011-09-20,"201138"
2011-09-21,"201138"
2011-09-22,"201138"
2011-09-23,"201138"
2011-09-24,"201138"
2011-09-25,"201139"
2011-09-26,"201139"
2011-09-27,"201139"
2011-09-28,"201139"
2011-09-29,"201139"
2011-09-30,"201139"
2011-10-01,"201139"
2011-10-02,"201140"
2011-10-03,"201140"
2011-10-04,"201140"
2011-10-05,"201140"
2011-10-06,"201140"
2011-10-07,"201140"
2011-10-08,"201140"
2011-10-09,"201141"
2011-10-10,"201141"
2011-10-11,"201141"
2011-10-12,"201141"
2011-10-13,"201141"
2011-10-14,"201141"
2011-10-15,"201141"
2011-10-16,"201142"
2011-10-17,"201142"
2011-10-18,"201142"
2011-10-19,"201142"
2011-10-20,"201142"
2011-10-21,"201142"
2011-10-22,"201142"
2011-10-23,"201143"
2011-10-24,"201143"
2011-10-25,"201143"
2011-10-26,"201143"
2011-10-27,"201143"
2011-10-28,"201143"
2011-10-29,"201143"
2011-10-30,"201144"
2011-10-31,"201144"
2011-11-01,"201144"
2011-11-02,"201144"
2011-11-03,"201144"
2011-11-04,"201144"
2011-11-05,"201144"
2011-11-06,"201145"
2011-11-07,"201145"
2011-11-08,"201145"
2011-11-09,"201145"
2011-11-10,"201145"
2011-11-11,"201145"
2011-11-12,"201145"
2011-11-13,"201146"
2011-11-14,"201146"
2011-11-15,"201146"
2011-11-16,"201146"
2011-11-17,"201146"
2011-11-18,"201146"
2011-11-19,"201146"
2011-11-20,"201147"
2011-11-21,"201147"
2011-11-22,"201147"
2011-11-23,"201147"
2011-11-24,"201147"
2011-11-25,"201147"
2011-11-26,"201147"
2011-11-27,"201148"
2011-11-28,"201148"
2011-11-29,"201148"
2011-11-30,"201148"
2011-12-01,"201148"
2011-12-02,"201148"
2011-12-03,"201148"
2011-12-04,"201149"
2011-12-05,"201149"
2011-12-06,"201149"
2011-12-07,"201149"
2011-12-08,"201149"
2011-12-09,"201149"
2011-12-10,"201149"
2011-12-11,"201150"
2011-12-12,"201150"
2011-12-13,"201150"
2011-12-14,"201150"
2011-12-15,"201150"
2011-12-16,"201150"
2011-12-17,"201150"
2011-12-18,"201151"
2011-12-19,"201151"
2011-12-20,"201151"
2011-12-21,"201151"
2011-12-22,"201151"
2011-12-23,"201151"
2011-12-24,"201151"
2011-12-25,"201152"
2011-12-26,"201152"
2011-12-27,"201152"
2011-12-28,"201152"
2011-12-29,"201152"
2011-12-30,"201152"
2011-12-31,"201152"
2012-01-01,"201201"
2012-01-02,"201201"
2012-01-03,"201201"
2012-01-04,"201201"
2012-01-05,"201201"
2012-01-06,"201201"
2012-01-07,"201201"
2012-01-08,"201202"
2012-01-09,"201202"
2012-01-10,"201202"
2012-01-11,"201202"
2012-01-12,"201202"
2012-01-13,"201202"
2012-01-14,"201202"
2012-01-15,"201203"
2012-01-16,"201203"
2012-01-17,"201203"
2012-01-18,"201203"
2012-01-19,"201203"
2012-01-20,"201203"
2012-01-21,"201203"
2012-01-22,"201204"
2012-01-23,"201204"
2012-01-24,"201204"
2012-01-25,"201204"
2012-01-26,"201204"
2012-01-27,"201204"
2012-01-28,"201204"
2012-01-29,"201205"
2012-01-30,"201205"
2012-01-31,"201205"
2012-02-01,"201205"
2012-02-02,"201205"
2012-02-03,"201205"
2012-02-04,"201205"
2012-02-05,"201206"
2012-02-06,"201206"
2012-02-07,"201206"
2012-02-08,"201206"
2012-02-09,"201206"
2012-02-10,"201206"
2012-02-11,"201206"
2012-02-12,"201207"
2012-02-13,"201207"
2012-02-14,"201207"
2012-02-15,"201207"
2012-02-16,"201207"
2012-02-17,"201207"
2012-02-18,"201207"
2012-02-19,"201208"
2012-02-20,"201208"
2012-02-21,"201208"
2012-02-22,"201208"
2012-02-23,"201208"
2012-02-24,"201208"
2012-02-25,"201208"
2012-02-26,"201209"
2012-02-27,"201209"
2012-02-28,"201209"
2012-02-29,"201209"
2012-03-01,"201209"
2012-03-02,"201209"
2012-03-03,"201209"
2012-03-04,"201210"
2012-03-05,"201210"
2012-03-06,"201210"
2012-03-07,"201210"
2012-03-08,"201210"
2012-03-09,"201210"
2012-03-10,"201210"
